"sid","dv_type","card","guess","response","trial_type","card_type","guess_type","feedback","age_year","age_category"
"R_Tdv3dOmvB1fcvQd","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_sBEJh6Ax8aCVGwh","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_XMlncvFZMNzywyl","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_urojYTWSe1I8EbD","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2wvFKstPoKqpIhU","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_5j9hLQZtwwDdVZv","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_31yEWRP17XAJyaI","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1JKiNlOvl2mVmBL","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2sSCCUY3QDGz0JJ","2","CAT-ELE","dog","Right","XY.Z","XY","Z",NA,NA,"Adults"
"R_sd2ODlR8vbvRwBP","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3HzZQisMxCV4Q9Y","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2uUtbmOtSmdzdO3","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_22EyFSyHXxWhtGV","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1DuHsw7B3l4rxqF","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3lPlz5r8FjllBy4","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_BEPFplTjQlXwGtj","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2QQA63JKn2jvgz2","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_bgCAAUyoTvV5LX3","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2Sqow4GHOO9f3UW","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3HogFT08UeM6tOe","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2fKfngu9iRlAbo1","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3gOe3z8riA2iG9H","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_4Mm9yTCRF4Lyz6N","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1JKq02hBBUASEpb","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3qK9IohKTLUJszn","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_12LxN8thYS88GIs","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1Fs7Qm16OKUt2HC","2","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2R1zMgODbNnlyDL","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1r1VIwYHi8Kka70","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1q8Jj6MrnfvsOOo","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1mz7476FjMDNmIa","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_urojYTWSe1I8EbD","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_31yEWRP17XAJyaI","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2uUtbmOtSmdzdO3","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2fKfngu9iRlAbo1","2","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3gOe3z8riA2iG9H","2","CAT-DOG","cat","Wrong","XY.X","XY","X",NA,NA,"Adults"
"R_21BdkF8R9ZanrJX","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2R7CJyNKY6ziEyA","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_u9BtpXjv7Q0aWRz","2","CAT-DOG","dog","Wrong","XY.X","XY","X",NA,NA,"Adults"
"R_12u7hhVVqSRTi8P","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_pRebBwJCsMg06hr","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_XMlncvFZMNzywyl","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_5j9hLQZtwwDdVZv","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3lPlz5r8FjllBy4","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2Sqow4GHOO9f3UW","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1JKq02hBBUASEpb","2","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3nvCocoP1SdFoXO","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_12g6gtOPxS5pmYc","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2rwppFqH2ONuqON","2","DOG-ELE","dog","Wrong","XY.X","XY","X",NA,NA,"Adults"
"R_2awoOh0L5Lq4dj4","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3nxu5zN3jgQJCsS","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1JKiNlOvl2mVmBL","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_sd2ODlR8vbvRwBP","2","DOG-ELE","dog","Wrong","XY.X","XY","X",NA,NA,"Adults"
"R_bgCAAUyoTvV5LX3","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1Fs7Qm16OKUt2HC","2","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2P23t9YYcr6XcfU","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2DY98iH4PxKnnCs","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3LZpuN0UHd5kwNB","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2eWmnTzo3hfQfhi","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2fcXoa0GtkNoMHG","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_Bsuwbh4sgB76p5n","2","DOG-ELE","elephant","Wrong","XY.X","XY","X",NA,NA,"Adults"
"R_2U4X2a3YxJ1FhTb","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_22EyFSyHXxWhtGV","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_BEPFplTjQlXwGtj","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3qK9IohKTLUJszn","2","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2aqtW1FA28wdRqr","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2qy2hZ9tSdQcFaR","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3dG7Qub3CsmjEKm","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2ydQ4atCmeAS0jU","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2UWY1wrXfSn4KWH","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_sBEJh6Ax8aCVGwh","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2wvFKstPoKqpIhU","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1DuHsw7B3l4rxqF","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3HogFT08UeM6tOe","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_12LxN8thYS88GIs","2","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_wMpePBM9JwpiUE1","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_33rSscJtBWfuBwR","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2VBHPPewwAx8xyi","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_tKvR35bilO9r4Y1","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_Tdv3dOmvB1fcvQd","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2sSCCUY3QDGz0JJ","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3HzZQisMxCV4Q9Y","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2QQA63JKn2jvgz2","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_4Mm9yTCRF4Lyz6N","2","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_WDl1F6sFUz6CV0t","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_11jdnD7QKyybcGg","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","DOG","dog","Right","X.X","X","X",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_1eOSpXdm05yaIsD","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_1N95rZ5mo34vps6","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_ZxAiEalceGaaLkJ","3","CAT","cat","Right","X.X","X","X",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_1hSWfIav4H7L7Fx","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","ELE","elephant","Right","X.X","X","X",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","CAT-DOG","cat and dog","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","DOG-ELE","dog and elephant","Right","XY.XandY","XY","XandY",NA,NA,"Adults"
"R_WDl1F6sFUz6CV0t","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","DOG","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","DOG","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","CAT","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","CAT","elephant","Right","X.Z","X","Z",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1hSWfIav4H7L7Fx","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","CAT","elephant","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_11jdnD7QKyybcGg","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1eOSpXdm05yaIsD","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1N95rZ5mo34vps6","3","ELE","dog","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_ZxAiEalceGaaLkJ","3","ELE","cat","Wrong","X.Z","X","Z",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","DOG","cat and dog","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","DOG","cat and dog","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","DOG","cat and dog","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","DOG","cat and dog","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","DOG","cat and dog","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","DOG","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","DOG","dog and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","DOG","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","DOG","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","DOG","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","DOG","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","CAT","cat and dog","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","CAT","cat and dog","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","CAT","cat and dog","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","CAT","cat and dog","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","CAT","cat and dog","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","CAT","cat and dog","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","CAT","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","CAT","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","CAT","cat and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","CAT","cat and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","CAT","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
